word,frequency
cabeza,2
aseo,2
alimentacion,5
asistencia,7
areas,4
salud,213
fisico,1
mental,16
emocional,1
personal,6
apoyo,8
mayoritariamente,1
femenino,4
vuelva,1
responsabilidad,3
compartida,1
auspicio,1
proveeran,1
infraestructuras,1
redistribuyan,2
invertido,1
desarrolla,6
varios,1
programas,19
esbozar,1
seria,1
sistema,32
municipal,22
coordinen,1
diferentes,31
publicas,13
gramas,1
institucionalidad,2
ponen,1
nucleo,1
responden,1
planearan,1
desarrollen,1
habilitando,1
central,2
preservacion,1
restableci,1
miento,6
compaginen,1
ocio,1
participacion,41
formal,2
generacion,9
ingresos,4
cuanto,2
requeridos,1
generaran,1
apoyos,1
economicos,6
brinden,1
minimo,1
requiera,1
implementaran,1
interior,3
aseguramiento,2
alimentario,4
nutricional,11
segun,7
torno,5
promueven,1
habilitan,1
aquellos,2
demandados,1
mayor,13
raiz,2
reconstruccion,2
redes,8
tejido,4
postpan,1
demia,1
teniendo,4
tipos,1
cuales,9
buscando,4
generar,15
optimas,1
favorables,1
continue,2
emerja,1
potencialidad,2
modos,1
buscan,3
darle,1
valor,4
humanidad,2
cosas,1
proposito,6
promover,35
renovar,1
basicas,9
permitan,20
ciudadanos,5
cursos,3
desarrollar,15
potencial,2
individual,6
contribuir,13
posibilidades,3
creacion,3
entornos,7
comunitarios,2
saludables,18
seguros,1
creativos,2
sostenibles,3
comunidades,11
mentes,5
digna,6
gocio,1
trabajaremos,2
saludable,8
priorice,1
prevencion,34
enfermedad,12
brinde,1
calidad,20
esmero,1
oportuna,1
segura,1
ningun,4
tipo,2
discriminacion,5
enfoque,33
integral,38
basa,1
mediante,27
familias,30
autocuidado,5
estilos,8
incentiven,1
reconocemos,3
recreacion,10
deporte,11
conocidos,1
efectos,2
positivos,1
fisiologica,1
practica,3
deportiva,1
permite,3
individuos,4
relacionarse,1
cuerpo,3
conocerlo,1
potenciarlo,1
fortalecerlo,1
posibilita,1
construccion,24
comunitarias,6
propicien,1
uso,6
espacio,6
publico,6
demandan,1
medioambiente,1
facilitan,1
apostamos,1
aprovechamiento,2
libre,10
reduccion,6
tensiones,2
fuente,9
proyectos,15
vinculos,3
hagan,1
paz,10
fundamental,8
propiciar,7
autonomias,1
fortalecer,39
agentes,6
profesionales,4
afines,1
centrada,1
afirmamos,1
compromiso,3
proteger,2
mejorar,4
dialogo,3
saberes,2
atender,6
llama,1
internacionales,1
orientaciones,3
nacionales,1
contenidas,1
decenal,4
imperativos,1
eticos,1
inspirar,1
territorial,18
propiciaremos,1
modelo,5
centrado,1
primaria,4
ticulacion,1
inspirador,1
integrales,2
contribuyan,6
avance,3
camino,1
sintonia,1
propuesta,1
ecociudad,2
fortaleciendo,7
intersectorialidad,2
fomentando,4
ejercicio,25
goce,13
efectivo,10
influyendo,1
positivamente,2
determinantes,7
avanzando,1
equidad,16
vivamos,1
edades,2
objetivo,30
responsables,2
integrada,7
indicadores,65
resultado,10
unidad,44
meta,46
base,41
responsable,42
corresponsable,11
medida,39
priorizadas,5
gestionadas,1
numero,99
equipos,4
territoriales,6
tasa,9
mortalidad,9
prematura,1
hipertension,1
habitantes,16
infantil,2
menores,9
nacidos,4
vivos,4
integrado,2
ruta,6
informacion,19
porcentaje,87
subsecretaria,1
implementado,8
proporcion,2
embarazos,1
adolescentes,23
lesiones,1
auto,1
infringidas,1
intencionalmente,1
suicidio,2
embarazo,2
inclusion,65
educacion,16
tabla,12
continua,13
siguiente,12
pagina,12
razon,7
materna,2
evitable,2
temprana,2
cancer,1
cuello,1
uterino,1
potencialmente,2
perdidos,1
indice,11
avpp,1
vacunacion,2
saneamiento,2
ambiental,13
medidas,6
mixtas,2
exito,1
tratamiento,2
pacientes,1
tuberculosis,1
eda,1
diarreica,1
aguda,2
infeccion,1
vih,1
conocen,1
diagnostico,2
positivo,3
incidencia,14
eventos,9
eliminacion,1
sarampion,1
rubeola,2
sindrome,1
congenito,1
mil,4
poliomielitis,1
rabia,1
desempeño,2
letalidad,1
dengue,1
cobertura,6
afiliacion,3
general,29
seguridad,27
sgsss,1
promedio,1
prehospitalaria,1
caso,3
urgencias,3
minutos,1
emergencias,10
desastres,3
triaje,1
instituciones,7
nuevas,2
acorde,4
normatividad,1
vigente,1
perciben,2
aumento,1
inder,7
primer,3
consumo,9
implementada,8
escolares,2
intervenidos,1
escolar,2
disminuyen,1
sobrepeso,2
obesidad,2
fortalecimiento,18
ambulatorios,1
familia,93
importancia,2
diferencial,16
desarrollaran,4
planteamos,1
incorporaremos,1
variables,3
diferenciacion,2
etnicoracial,2
situaciones,8
historicas,1
religiosas,1
geograficas,1
permitiran,1
analizar,1
diseño,4
anteriores,1
propositos,1
propuestos,2
ven,1
ampliados,1
hacia,12
territorio,10
retomando,1
dimensiones,6
cerrar,1
brechas,7
inequidad,2
existen,2
definiendo,1
precision,1
etnico,2
poblaciones,7
vulnerables,3
actual,6
identificaron,1
reconoce,6
accion,12
intersectorial,4
territorios,14
intervencion,8
positiva,2
ambientales,10
identificando,2
demas,5
componentes,3
definidos,2
otros,7
sectores,6
describe,1
emergencia,17
sanitaria,3
emprendio,1
trabajar,2
crisis,2
anexo,1
temas,2
abordan,1
metas,7
tercer,1
ods,13
contribucion,5
monitoreara,5
indicador,11
agenda,10
objetivos,35
sostenible,12
relaciona,8
continuacion,8
figura,8
cien,2
datos,3
estadisticas,1
vitales,1
dane,2
muertes,1
maternas,1
inferior,3
descripcion,21
potencien,3
otro,5
actores,12
nivel,8
enmarcado,2
conformacion,4
principales,1
planteadas,1
intervenciones,4
colectivas,2
pic,1
implementando,2
disminucion,10
sustancias,2
mejoramiento,14
vivencia,2
avanzar,6
autonomo,4
igualitario,1
sexuales,8
reproductivos,6
espacios,13
conceptos,1
riesgos,11
metodologias,2
rutas,7
protocolos,3
mitiguen,1
vulneran,1
fomenten,1
trabajadora,1
informal,1
identificacion,2
articulado,2
respectivas,1
organizaciones,6
riesgo,24
enfermedades,6
cronicas,1
transmisibles,4
accionar,1
hogar,2
educativo,4
comunitario,3
institucional,13
gobernanza,3
basada,2
mecanismos,6
consolidacion,2
comuni,1
tarias,1
sectoriales,1
intersectoriales,4
potenciar,7
individuo,2
facilita,1
etafi,1
capacida,1
des,2
articulacion,18
especificos,22
promuevan,4
realizar,7
asesoria,1
tecnica,5
entidades,3
administradoras,1
planes,3
beneficio,1
eapb,1
prestadoras,2
ips,2
economicas,4
inciden,1
pleno,6
diferen,1
cial,1
incidir,3
bernamentales,1
ejercer,2
control,12
poblacional,6
producto,53
deteccion,1
ent,1
bucal,1
coberturas,1
administrativas,1
dpt,1
dosis,1
comunas,4
corregimientos,4
materno,1
perinatal,1
tecnologias,3
conocimiento,9
lograr,9
aprove,1
chamiento,1
telesalud,4
partir,16
administracion,4
analisis,7
utilizando,1
herramientas,5
avanzadas,1
tecnologia,2
interdisciplinario,1
seguimiento,9
diversas,1
problematicas,5
requerimientos,1
indispensables,1
contribuyen,2
gobernabilidad,1
cualificara,1
permita,4
identificar,3
interseccional,4
herramienta,3
monitoreo,5
progra,1
plataforma,2
ciga,1
blica,1
medicas,3
plataformas,2
proce,1
dimientos,1
cumplimiento,6
competencias,5
implementar,10
modelos,2
operativos,1
garanticen,6
debida,1
informa,2
cion,6
aplicacion,1
tic,1
tecnologicos,3
integrar,3
big,2
data,2
analitica,2
app,1
implementadas,1
operando,3
meses,1
tecnologicas,2
vigilancia,16
direccionamiento,2
funciones,1
autoridad,2
debido,1
interes,8
carga,3
ambien,1
factores,12
aporte,1
convo,1
cara,3
epidemiologica,1
supervision,4
inspeccion,5
establecimientos,4
protectores,4
sanitario,3
prestacion,3
sistematica,1
disminuir,2
barreras,7
vigilar,1
controlar,1
eliminar,1
erradicar,1
eisp,1
internacional,2
espii,1
asociados,4
servi,1
cios,1
puedan,2
afectar,1
estableci,1
mientos,1
sanitarios,4
humanos,88
fisicos,1
logisticos,1
financieros,1
implementan,2
mejora,2
establecidas,1
investigaciones,3
epidemiologicas,2
realizadas,9
sospechosos,1
confirmados,1
reglamento,1
implementados,1
alto,2
priorizados,3
favorecer,4
presentes,1
futuras,1
genera,3
ciones,1
materializar,2
ambiente,2
sano,2
inspec,1
dinamizacion,1
activa,2
sectorial,1
interinstitucional,8
buscar,1
solucion,3
problemas,4
universalizacion,1
publicos,8
manejo,1
cuencas,1
microcuencas,1
adaptacion,3
cambio,8
variabilidad,2
climatica,3
agua,3
basico,1
residuos,2
contaminacion,1
aire,2
ruido,2
radiaciones,2
electromagneticas,2
climatico,1
vectores,2
zoonosis,3
segui,1
asociada,1
transmitidas,1
afectan,3
basuras,1
resi,1
duos,1
peligrosos,2
recreativo,1
sanitarias,2
viviendas,1
formulado,3
formulada,3
generadores,1
hospitalarios,1
similares,1
infraestructura,5
equipamientos,1
prestando,1
servicio,3
basado,1
humanizacion,2
contribuya,2
disminu,1
privadas,1
equipamiento,1
oportunidad,5
incremente,1
mejore,1
satisfaccion,1
disminuya,1
complicaciones,1
evitables,2
financiacion,1
pobre,4
adecuacion,1
procurando,1
promocionar,1
afilia,1
privada,3
continuidad,1
garantizando,4
entregar,2
nueva,6
deficit,1
subsidiado,1
certificado,1
ministerio,1
asegurada,1
ppna,1
garantizado,1
logran,2
adecuado,1
pamec,1
hospitalaria,3
entregada,2
hospital,1
buenos,1
aires,1
santa,1
cruz,1
ampliada,1
fortalecidas,3
operacion,1
vive,1
fomentar,6
grupos,21
etarios,1
prevenir,3
medios,1
contribuyendo,2
asociado,1
procesos,27
formativos,3
pedagogicos,1
competitivos,1
incentivar,1
sedentarismo,1
debilitamiento,1
poblacionales,11
recreativas,2
participan,11
limites,2
escuelas,1
populares,1
atendidas,12
deportivas,1
juventudes,11
juventud,60
presente,2
dinamico,1
actualizacion,1
sociedad,20
oportunidades,36
jovenes,66
conjunto,4
trata,1
orientacion,6
ciega,1
voluntarista,1
porvenir,1
entablar,1
honesto,1
pasado,2
necesario,3
memoria,2
viene,1
valioso,1
tradicion,2
actualizarlo,1
nuevos,3
contextos,4
rodea,1
superar,6
practicas,21
tradiciones,1
proyecto,3
venido,1
construyendo,1
atan,1
violencia,7
dotados,1
tecnicas,1
intelectuales,1
dotado,1
identidad,7
premisas,1
erige,1
sostenido,2
vision,1
problema,2
observa,1
habitamos,1
exige,1
mayores,25
garantias,2
decision,1
opinion,1
empecemos,1
activamente,1
intervenir,1
mostraciones,1
trabajan,2
arduamente,1
progreso,2
temen,1
mostrar,1
desacuerdo,1
resisten,1
diferente,1
emprenden,1
estudian,1
crean,1
luchan,1
exigen,1
respete,1
reclaman,1
expresarse,1
escuchados,1
cientos,1
miles,1
negado,1
empleo,6
beneficiaria,2
agente,2
creador,1
transformador,2
propio,5
destino,2
implica,3
mantenimiento,1
interaccion,2
condicion,9
serjoven,1
espaciotiempos,1
politicos,5
construir,5
caracter,2
regeneracion,1
sucesion,1
propia,1
direccion,1
sumamos,1
plantea,3
socie,2
dad,3
deberes,1
estrategicos,3
constructores,1
democracia,4
escenarios,9
juvenil,19
eco,2
nomica,1
concertacion,2
toma,11
decisiones,14
asuntos,3
propuestas,2
involucran,1
colectivo,3
transcurre,1
asegurar,1
posibiliten,5
espaciales,1
joven,14
reconocida,1
desarrolle,1
despliegue,1
creativo,2
incluyente,1
participativa,1
economicamente,1
apoyandonos,1
oferta,12
atienda,1
cretaria,2
dimension,1
subindice,1
atendidos,9
efectivamente,3
reportadas,3
alertas,5
tempranas,4
satmed,5
apropiacion,3
habitat,7
orientadas,5
potencialidades,3
aportaran,2
promo,3
viendo,1
crecimiento,4
economico,11
inclusivo,1
decente,3
nini,1
encuesta,4
geih,1
cierre,4
cantidad,3
encuentren,3
cifras,1
registradas,2
ultimos,1
aporta,8
estrategico,10
funda,1
consideren,1
acertadas,1
nazca,1
crezca,1
muera,1
maxima,1
bio,1
logica,1
espiritual,1
temores,1
sufrimientos,1
hector,1
abad,1
gomez,1
comprenden,2
cotidianas,2
montar,2
bicicleta,2
alimentarse,2
consumos,9
conscientes,4
conversaciones,2
sexualidad,2
hacen,3
algunas,2
enseñan,2
alla,2
debemos,2
capacidad,7
autodeterminacion,2
tomar,2
orientados,3
accedan,2
cua,2
lificada,2
fenomenos,2
informadas,1
relacion,5
derivados,1
derivar,1
identificadas,2
delimitados,1
orientar,2
problematicos,6
realizado,1
quimico,1
psicoactivas,1
circulantes,1
educativas,3
media,3
superior,4
incluyen,1
mitigacion,4
daño,4
conducta,1
suicida,1
atenciones,1
centros,4
escucha,1
encuentros,3
informativos,2
realizados,3
teje,1
reconocen,1
permiten,1
concretar,1
cotidianidad,1
principios,1
libertad,2
representan,1
pactos,1
fundamentales,5
ciudadanoa,1
decidir,1
quiere,1
estabilidad,1
entendida,1
amplio,1
posibilidad,3
compartir,1
tarea,1
establecer,1
cuide,1
disfrutar,1
libertades,5
resistentes,1
pueden,1
solas,1
acompañar,2
juven,1
tudes,1
desarrollarse,2
hechos,1
victimizantes,1
grupal,1
incluyendo,2
penal,1
adolescente,2
reclutamiento,1
utilizacion,3
cons,2
treñimiento,1
atributos,1
capital,2
futbol,1
representa,1
nnaj,3
instrumentalizados,2
comision,3
delitos,2
estructuras,3
criminales,2
acompañamiento,16
psicologico,1
emprendimiento,8
formados,4
agenciamiento,1
violencias,16
acompañados,4
vulneracion,6
vulneraciones,2
psicosocialmente,1
parceros,2
legalidad,1
acceden,2
interactivos,1
parece,1
nosotros,1
pretende,1
democratica,1
brindar,8
posibilitadoras,1
juveniles,14
adscribirse,1
diversidades,2
sarrollar,1
espiritualidad,1
apropiarse,1
resignificar,1
busqueda,1
infinita,1
emergen,2
perplejidades,1
dilemas,1
morales,1
comprender,2
lenguajes,1
esteticas,1
permitira,3
relacionamiento,1
agendas,7
posturas,1
narrativas,1
movilizar,3
experiencias,2
enriquezcan,1
colectiva,2
visibilizacion,4
referentes,2
significa,3
articular,2
difusion,1
mixta,1
comunitaria,2
artisti,1
cas,3
expresiones,6
divulgacion,3
enfocada,1
efectivas,1
publicada,1
asisten,5
seminario,1
comunicaciones,1
semana,2
artisticos,2
vinculados,1
ecologia,1
sostenibilidad,2
considerados,1
queremos,1
fuentes,3
hidricas,2
recuperar,2
raices,1
ances,1
tros,1
comprendieron,1
ordenadora,1
dinamicas,6
locales,3
urbanas,7
rurales,17
valoracion,4
conservacion,1
ecosistemas,1
biodiversidad,1
lecturas,1
equilibrio,1
seres,4
compren,1
der,2
proponer,1
soluciones,1
partan,1
iniciativas,4
acordes,1
realidades,4
conoce,1
transformarlo,1
urbanos,7
socio,1
multiple,1
historica,1
territorialmente,2
contextualizada,1
involucren,1
territo,1
rios,2
hidrograficas,1
terri,1
torios,1
motivar,1
fortalecidos,3
valle,4
software,4
emprendimien,1
digno,7
constitucion,2
entendidos,2
contar,2
produzca,2
ingreso,3
lugar,3
mejores,6
perspectivas,1
integracion,3
trato,2
empleabilidad,3
deberan,2
claramente,2
ligadas,2
conexion,2
pobres,3
desconectados,2
seguiran,2
satisfacer,3
economias,2
precarias,2
informales,3
ilegalidad,2
afrontar,1
impactan,1
habilitacion,5
insercion,2
cadenas,2
inseguridad,5
jove,2
nomicas,1
alternativas,3
autoabastecimiento,2
unidades,1
agroecologica,1
rural,2
urbana,1
creada,1
entiende,2
prin,1
cipio,1
promueve,2
involucramiento,1
planeacion,9
ejecucion,2
fuerte,1
vinculada,1
movimientos,1
formales,2
encuentran,4
convencionales,1
disidentes,1
configuracion,2
subjetividad,1
etica,1
autorreconocimiento,1
beres,1
ayuden,1
ofrecen,1
lleven,1
democraticas,1
responder,1
demandas,1
instancias,5
apropien,1
ejerzan,1
trabajen,1
transformar,1
desa,1
rrollo,1
presupuesto,2
participativo,1
pdl,1
financiera,1
administrativa,1
dinamizar,3
rodean,1
solidaridades,1
cooperatividad,1
ordinario,1
priorizado,1
consejo,5
subsistema,2
beneficiados,5
clubes,1
convencidas,1
convencidos,1
ninguna,5
pais,1
progresar,1
deja,1
mitad,1
atras,1
preciso,1
sienta,1
insegura,1
tengan,4
mismas,3
respetada,1
independencia,1
generos,1
descrito,1
quinto,1
necesaria,1
conseguir,1
pacifico,1
prospero,1
pobreza,7
corrupcion,1
liderazgo,4
somos,1
gestoras,2
reconciliacion,2
categoria,1
poder,1
posicion,2
subordinacion,1
limitan,2
significantes,1
palabras,1
muestra,1
percibimos,1
interpretamos,1
clasificamos,1
diferencia,3
deberia,1
significar,1
desigualdad,4
poseen,1
caracteristicas,1
clasificaciones,1
clase,1
edad,3
opcion,1
identidadorientacion,1
ruralidad,2
pasa,1
transformaciones,1
fondo,1
requieren,2
egd,1
haga,1
transversal,2
actuaciones,1
individuales,2
planificacion,1
asimetria,1
proyecciones,1
dificulta,1
reconozcan,1
marcos,1
sociopoliticos,1
normativos,1
desenvuelven,1
precisamente,1
aprobo,1
sufra,1
entenderse,1
varias,2
estrategicas,3
recogen,2
complejidad,1
plantean,2
comprende,1
siendo,1
transversalizacion,6
cuatrienio,4
incorporar,2
adecuadamente,1
plena,4
afirmacion,1
sujetas,2
autonomas,1
politicamente,1
reducir,3
brecha,2
focalizadas,1
mercado,1
desplegar,1
salarios,1
equitativos,1
buenas,3
practi,1
industrias,1
juntas,1
cargos,2
directivos,1
departamento,7
administrativo,7
idg,2
ciudadanasubindice,1
dedicado,1
quehaceres,1
domesticos,1
remunerados,1
victimas,20
basadas,11
activan,1
justicia,3
orientado,1
empodera,1
buscara,1
coordinacion,4
vulnerabilidades,1
espera,4
empoderamiento,4
jeres,1
niñas,27
subdireccion,1
evaluacion,1
dap,1
tendencia,2
descenso,1
dignas,1
equitativas,1
favorezcan,3
permanencia,4
basica,10
promovera,1
desconcentracion,2
institucionales,6
deconstruccion,3
masculinidad,3
hegemonica,2
mente,2
ceg,1
especialmente,10
mate,1
ria,1
reproductiva,2
contexto,5
masculinidades,1
tribuyendo,1
machista,2
varones,1
ambito,3
subsecuente,1
alcaldia,3
desarrollan,2
sustentan,1
generan,1
discrimi,1
nacion,1
aquellas,5
afecta,1
das,1
culminacion,1
proporcionandoles,1
afirmativas,7
pedagogicas,6
dirigidas,2
transforma,1
patrones,2
educativos,4
sexistas,1
xistas,1
educativa,1
incorporacion,3
pei,2
realizacion,6
higiene,3
menstrual,3
pertenencia,1
etnica,3
victimizacion,1
movilizacion,6
dominante,1
reciben,4
escuela,2
asistidas,2
tecnicamente,2
sensibilizados,1
sexista,1
asesoradas,2
copa,1
respecto,2
estimulo,1
liderazgos,2
ambitos,2
administrativos,1
investigativos,1
estimulando,1
privados,4
representatividad,1
favor,1
politico,3
incluida,1
cualificacion,2
organizativos,1
civil,3
enfasis,2
afectaciones,1
apuestas,2
rritorial,1
resistencia,1
formadas,1
organizativas,1
ocupando,1
decisorios,1
reparacion,4
deben,2
observar,1
principio,1
involucrando,1
sensibilizacion,2
comunicacion,4
poderamiento,1
promoviendo,2
adoptadas,1
ocasion,2
imple,1
mentacion,1
acogida,3
psicologica,2
juridica,2
representacion,1
judicial,1
defensa,1
socios,1
estrate,1
gicos,1
acoso,2
posicionar,1
ima,1
ginario,1
haciendo,1
conocer,1
magnitud,1
impac,1
percepcion,1
cualitativas,1
cuantitativas,1
definir,1
consideracion,1
asis,1
tencia,1
judicializacion,1
guridad,2
diagnosticos,1
adopcion,4
normas,2
procedimientos,1
talento,1
etc,2
sensibilizadas,2
agencia,2
feminicidio,1
corporacion,1
afectadas,4
formativas,1
tecnico,1
vinculacion,3
reactivacion,1
oferte,1
empresarial,2
fortaleci,2
econo,1
mica,1
fortalezca,1
relacio,1
namiento,2
ecosistema,1
alianzas,2
posicio,1
tema,4
dedicadas,2
tareas,1
madres,2
fami,2
sustitutas,2
diseñar,1
articule,1
demanda,1
preferencialmente,1
niños,24
enfermas,1
adultosas,1
primera,3
fase,1
proceso,4
disminuyan,1
destinado,1
labo,1
res,1
fortalezcan,2
entregados,1
empresas,2
acompañadas,5
diseñado,2
conformado,1
recuperemos,3
constituyendose,1
punto,1
partida,1
suficientes,1
articularse,1
respetuoso,1
colectivos,2
liber,1
tad,1
multiples,2
integran,1
apunta,2
vulne,2
debieron,1
complementacion,5
alimentaria,20
truccion,1
partiendo,2
duccion,1
sustentable,1
reconociendo,1
psicosocial,11
ayuda,1
humanitaria,2
lado,3
determinado,1
tejidos,1
aquello,1
ido,1
ampliando,1
categorias,3
sociologico,1
nocion,1
visibilizan,1
centrales,1
cohesion,1
ellas,1
lores,1
compartidas,1
sociabilidad,1
habilidad,1
cooperar,1
interactuar,1
desbordo,1
unilateral,1
academia,1
ambientalmente,1
resolver,1
interactiva,1
diversos,1
preocupan,1
aquejan,1
indigena,7
narp,3
negra,4
afrodescendiente,10
raizal,5
palenquera,4
lgtbi,4
perso,2
nas,1
prostitucion,8
aporten,1
desigualdades,2
imperantes,1
familiares,7
cuidadores,4
mejoran,4
rehabilitacion,5
equiparacion,3
superan,2
calle,18
resocializadas,2
mantienen,2
despues,2
monetaria,3
multidimensional,3
desnutricion,4
peso,2
estatura,2
dere,28
chos,28
global,1
cronica,3
baja,1
secre,1
taria,1
biente,1
isvimed,2
fortalecida,1
ancestrales,1
cinco,1
discriminada,1
aportaremos,2
efecto,1
podremos,1
monitorear,1
relacionan,1
recobra,1
propone,1
poner,1
hambre,2
nutricion,3
agricultura,1
monitorearemos,2
moderada,2
severa,2
ecv,2
gestiones,1
adelanten,1
menor,2
infancia,3
niñez,4
adolescencia,3
realizaran,2
orienten,1
theta,1
mismos,2
revirtiendo,1
com,1
portamiento,1
dignifiquen,1
vejez,7
mayoria,1
alta,2
aportes,4
hicieron,1
especifico,1
proximas,1
generaciones,1
asociamos,1
pensiones,3
ocupados,3
afiliadas,1
supere,1
habitan,1
considera,1
logrado,1
esperamos,1
canasta,3
rabilidad,1
padecer,1
focalizacion,1
formativo,1
abordar,4
requieran,2
conformadas,2
cubrir,1
igual,1
suministro,1
subsistencia,1
albergue,6
temporal,6
vul,1
nerables,1
complemento,2
techo,1
vulnerable,4
presenta,1
dife,1
rencial,1
discapa,1
cidad,1
entrega,2
paquete,1
compuesto,1
productos,1
colombiana,1
preparado,1
consumido,1
acompañando,1
suministrar,1
jornada,1
academica,1
registrados,1
matricula,1
oficial,1
alimentarios,4
dis,1
inclu,27
sion,27
paquetes,2
beneficiadas,12
renta,3
plante,1
capacitadas,1
brindara,1
estigmatizacion,1
exclusion,4
estereotipo,1
negativo,1
logrando,3
potenciacion,2
conocimientos,1
discursos,2
manifestaciones,1
dara,1
indi,1
gena,1
habilidades,2
corresponsables,1
ado,1
lescentes,1
subjetividades,2
equi,1
paracion,1
incrementen,1
asistir,1
habitante,5
nal,1
dormitorio,1
biopsicosocial,1
institucionalizacion,1
trastorno,1
modalidad,1
recuperacion,1
resocializacion,2
permitiendo,2
vocacional,1
ocupacional,1
prevengan,1
relacionados,1
aras,2
diversa,2
sexualmente,2
actitudes,2
contrarresten,2
envejeci,1
activo,5
institucionalizada,1
grado,1
adecuados,2
funcionalidad,1
transversales,2
etnicos,5
amenazados,1
vulnerados,1
afectados,1
delincuenciales,1
organizados,1
activacion,2
asesorados,1
campañas,1
acercamiento,5
