word,frequency
casi,1
exclusivamente,1
intrauterino,1
intervenciones,4
prevencion,5
atrofia,1
anemia,1
xeroftalmia,1
ocurran,1
edad,6
tem,1
prana,1
contar,4
esquema,2
preventivo,2
accedan,3
interpreten,1
disminuyan,1
riesgos,1
generaran,2
especializado,1
mejo,1
ramiento,1
componentes,2
complementacion,1
alimentaria,1
aps,1
habitat,1
vivienda,1
saludable,1
economia,2
familiar,4
disminuir,2
bajar,1
ingresan,1
aten,1
cion,5
atender,1
alianzas,3
intersectoriales,1
favorecedoras,1
presentar,1
curricular,13
cuarta,10
revolucion,9
industrial,10
haremos,2
segunda,2
historia,1
privadas,3
potencie,1
servir,1
activos,2
importantes,1
lideres,4
preciados,1
tendra,1
posicionar,1
resolucion,1
complejos,1
aprender,2
inteligencia,1
flexibilidad,1
cognitiva,1
negociacion,1
equipo,3
acompañado,1
especificas,1
abstracto,1
bilinguismo,1
temprana,1
edades,1
desatar,1
tecnologica,5
convertir,2
indispensable,1
discutir,1
didacticos,2
curriculares,5
hagan,1
cambio,3
materializar,1
teorias,1
campo,2
particular,1
marcara,1
pujanza,1
ayudando,1
recuperar,1
instaurando,1
diseñar,2
evaluar,1
modelo,10
correspondientes,1
ende,1
oficiales,40
estrategia,11
media,15
nuero,1
mejoran,2
nivel,3
mantienen,2
establecimientos,7
categoria,1
saber,7
clasificados,1
categorias,4
analfabetismo,1
clasificadas,1
alto,5
brecha,2
clasificacion,1
planteles,1
realizar,9
indica,1
dor,1
asume,2
icfes,1
instituto,1
colombiano,1
espera,4
educa,2
tivas,1
alcanzan,1
altos,1
incrementandose,1
llegar,3
resignificacion,1
pei,3
avanzando,2
contenidos,10
pertinentes,12
modernizando,1
institucio,2
nales,1
fortaleciendo,7
integracion,2
multidisciplinar,1
investigacion,23
dirigida,1
stem,1
liderando,1
posibilite,1
generar,8
partir,7
modernizacion,3
planes,3
orientandolos,1
inclu,1
sion,1
impacto,8
liderazgo,3
competencias,7
actualizacion,1
diferentes,14
areas,2
directiva,1
administrativa,1
academicopedagogico,1
comunidad,5
respondiendo,3
necesidades,7
retos,6
mejoramiento,4
estudiante,1
construyendo,1
pedagogica,4
promoviendo,5
vocaciones,1
economicas,4
actualizado,1
acompañadas,4
adecuacion,3
matriculados,2
science,1
technology,1
engineering,1
and,1
mathematics,1
orientado,2
labores,1
formativas,2
academicas,3
cientificas,1
extension,1
interior,1
real,1
sociales,11
sectores,1
productivos,1
tal,1
fortaleceremos,2
avanzaremos,1
universalizacion,2
promoveremos,1
postsecundaria,18
uso,4
ambien,1
tes,1
individuales,3
regional,2
internos,1
aseguramiento,2
mecanismos,3
auto,1
rregulacion,1
academicos,3
basica,8
generando,3
promuevan,3
habili,1
dades,2
acordes,3
mede,1
llin,1
secunda,1
ria,2
ciu,1
aportando,3
aumentando,2
orientados,4
artisticas,7
otras,1
tengan,1
mision,1
conservar,2
investigar,1
patrimonio,22
material,5
inmaterial,5
factores,4
sinergia,1
funciones,3
sustantivas,2
campus,1
complemen,1
tariedad,1
academica,5
itm,15
colegio,13
acreditados,1
alta,3
pascual,15
bravo,16
docentes,22
industria,1
beneficiarios,1
apuntan,1
matriculas,1
diseñada,5
adoptada,1
modelos,2
observatorio,2
ocem,1
implementado,4
consultivo,1
creado,1
asumimos,1
compromiso,3
dere,2
cho,1
ella,1
desprende,1
accionar,1
inspira,1
individual,3
colectiva,5
mediada,1
flexibles,2
perti,1
nentes,1
interdisciplinares,1
integrales,1
atravesados,1
unas,1
didacticas,2
innovadoras,1
diseñadas,2
soportadas,1
aprendizajes,1
universal,3
igualdad,6
digna,2
corresponsable,4
desercion,4
total,1
oficial,7
neta,2
percepcion,4
estudiantil,2
extraedad,1
secundaria,3
logran,2
fortalecerse,2
padres,1
agregada,1
premisas,1
edu,5
cacion,4
sean,4
seguros,3
amigables,1
esperamos,2
cierre,1
alrededor,2
calculos,1
odes,1
gih,1
dane,1
clase,2
oportuni,1
garanticen,3
desarrollando,1
combatir,1
inequidad,1
estrate,1
gias,1
favorezcan,5
ampliando,1
incorporacion,1
perspectiva,8
genero,14
personalizados,1
pep,1
permitiendo,2
unica,4
acce,1
formen,1
postsecun,1
daria,1
becas,3
creditos,2
condonables,2
ampliacion,2
etdh,1
descentralizar,1
tres,4
ies,6
comunas,2
corregi,1
mientos,1
considerando,1
vocacion,1
dinamicas,4
territorio,11
caminar,1
otorgados,2
tabla,4
siguiente,5
pagina,4
articulados,1
ofertados,2
colmayor,2
pas,1
corregimientos,2
llevar,2
barrios,1
ruralidad,1
difusion,5
sensibilizacion,2
implementada,6
cupos,1
transporte,1
semestre,1
academico,3
otorgadas,1
recursos,1
fondo,1
epm,1
barreras,1
contextos,6
aula,4
socialco,1
munitario,1
mejorando,2
raza,1
sexo,1
fisica,4
proporcionando,1
debidas,1
discriminacion,3
alguna,2
incluyente,4
poblacionales,2
implementando,2
adecuados,6
particu,1
laridades,1
potencialidades,3
pro,2
enfermedad,1
calle,1
menor,1
infractor,1
necesidad,2
internacional,1
afro,1
indige,1
nas,1
demas,3
vulnerable,1
atendida,1
resignificar,2
visibilizar,3
buenas,1
pedagogicas,6
fortalezcan,2
implementadas,5
etnoeducacion,1
segura,1
amigable,1
aulas,3
seguras,2
saludables,1
antes,1
protectores,5
implementa,1
asesorando,1
juridicamente,1
mitigacion,1
violencias,1
estructura,1
organizativa,1
encuentra,2
conformada,1
coordinacion,2
profesional,1
enlace,2
territo,1
riales,1
psicologos,1
interdisciplinario,1
auxiliares,1
administrativas,1
posibilita,2
intervencion,4
siguientes,1
perspectivas,1
pedagogiacritica,1
asesorar,2
mediacion,1
sana,1
relacion,2
familia,3
fomentando,1
democratico,1
corresponsabilidad,3
nnaj,1
niño,1
niña,1
adolescente,2
joven,1
diseño,2
clima,2
enseñanzaaprendizaje,2
pedagogicosproyecto,1
sexual,2
consumo,1
sustancias,1
psicoactivaspara,1
constructiva,1
comunidades,10
vision,1
multidisciplinaria,1
rutas,2
dispositivos,1
metodologias,3
participativas,2
bullying,1
acoso,1
liderazgos,1
estudiantiles,1
manuales,1
actualizados,2
guias,1
tematicas,1
metodologicas,1
transversalizacion,2
diseñados,1
reconocer,5
esencia,1
custodios,1
acuerdos,4
cocreadores,1
mediadores,1
humanas,1
desa,3
rrollo,3
labor,1
propuesto,2
requieren,3
cualificados,3
realizaran,2
apoyar,4
cuenten,2
posgrado,3
podra,1
reuna,1
investiga,1
sistematizacion,2
publicaciones,3
transferencia,4
mundo,4
encuentros,2
intercambios,2
reconocimientos,1
directivos,10
configurar,1
dentro,4
reconocidas,1
satisfechos,1
laboral,1
acceden,1
producciones,2
maestrosas,1
vinculados,2
cuentan,1
direccion,2
talento,2
materializa,1
septiembre,1
propicia,1
promueve,2
integra,1
dimensiones,1
personales,1
encaminadas,1
propuestas,2
aplicabilidad,1
pluralista,1
fomenta,1
dialogo,5
intercambio,4
ideas,1
propicien,2
entendida,1
recontextualizacion,1
discursos,1
inciten,1
experimentacion,1
potenciando,1
reconociendo,1
valor,8
incidencia,2
fuera,1
median,1
analitico,1
tecnologico,1
tivos,1
aras,1
investigativas,1
posibilitar,1
disciplinar,1
didactico,1
periencia,1
tratamiento,1
situaciones,1
asociados,3
socioculturales,1
enmarca,2
analisis,4
critica,2
conjunta,1
modalidad,1
beneficiados,1
docente,1
mental,4
capacitaciones,1
actividades,6
ludicas,1
reflexivas,1
asesoria,1
psico,1
reduccion,2
afectaciones,2
dando,3
normatividad,1
vigente,1
tema,3
emitido,1
ministerio,2
oms,1
psicosocial,4
asesore,1
capacite,1
apoye,1
escucha,1
herramientas,1
acorde,2
veles,1
brindan,1
minimizar,1
enfermedades,1
cabo,1
arrojados,1
baterias,1
acompañados,1
cativos,1
posibilitando,1
emergencia,1
preparando,1
formando,2
den,1
respuesta,3
plantea,1
revo,1
lucion,1
encuentro,6
promueven,2
mate,1
maticas,1
estadisticas,2
ciencias,4
computacion,1
nozcan,1
privado,1
asociaciones,1
publicoprivadas,2
promovidas,1
ferias,1
matematicas,1
realizadas,7
estrechamente,1
relacionada,1
quiere,1
constituir,1
concebirse,1
alla,3
aspectos,1
orientarse,1
segun,2
rodriguez,1
necesario,3
considerar,1
sibiliten,1
interaccion,3
produccion,5
exhibicion,3
propician,2
optima,1
docencia,1
referidos,1
laboratorios,2
iii,1
verdes,1
esparcimiento,1
cafeterias,1
anterior,2
res,1
exigencia,1
mundial,1
contextual,1
ambitos,3
incorpora,2
cuales,2
cesos,1
sostenibles,2
alumnos,1
computador,1
satisfaccion,1
destino,2
universitario,2
encuesta,2
puntos,2
posibles,1
permite,1
favorablemente,1
pretende,2
necesarias,2
trae,2
pretenden,1
apunten,1
concepto,1
largo,2
estando,1
construidas,1
seguir,1
aprovechamiento,1
aumento,1
contempla,1
establecer,1
propuesta,2
considere,1
contexto,3
socioeconomico,1
tendencias,1
elaboracion,1
formativos,2
disruptivas,1
enfoques,2
constructivistas,1
modalidades,1
dar,3
locales,3
productivo,3
tra,1
ves,1
agencia,2
administrar,1
norte,3
red,6
inalambrica,1
disponible,2
metros,3
cuadrados,2
construidos,2
avance,2
funcionamiento,3
fisicas,4
mismas,1
mantenimientos,1
salto,1
conectividad,2
internet,2
dotando,1
nueva,1
mobiliario,1
logisticas,1
respondan,1
tecnologicas,2
actuales,1
correctivo,1
adecuaciones,2
fisicos,1
interven,1
modernizar,1
dotacion,1
instalados,1
mobiliarias,1
intervenidos,1
app,2
ley,4
conforme,1
propone,1
ciencia,7
transformativo,3
determinando,1
supe,1
rar,1
dificultades,1
vacios,1
presentan,1
complejidad,1
interacciones,1
esperados,1
transformativa,1
busque,1
abrir,1
cien,1
cia,1
involucrando,1
civil,2
busqueda,1
solucion,3
afectan,1
admitiendo,1
dichas,1
origenes,1
desarrolladas,2
exitosa,1
caso,1
exito,1
cuee,1
adicionalmente,1
significativo,1
promueva,1
pleno,3
fundamental,2
imaginativas,1
creativas,2
emocionales,1
relacionan,3
sensibles,1
empaticos,1
respetuosos,1
valoran,1
otro,4
pensada,1
emprendimiento,2
productos,1
cientifica,2
conseguir,1
infraestructuras,1
resilientes,1
industrializacion,1
fomentar,4
frente,3
pib,2
orienta,2
inversion,1
minciencias,1
investigativo,1
pertenecientes,1
formales,1
divulgacion,5
orientar,1
ambientales,1
economicos,1
region,1
miento,1
proyeccion,1
contribucion,1
teria,1
propiciar,3
faciliten,1
cohesion,1
lineas,1
relacionamiento,4
externas,1
semilleros,2
indexadas,1
patentes,1
obtenidas,1
apoyados,1
tech,1
spin,1
off,1
creadas,1
memoria,14
aprovechar,1
energia,1
creadora,1
violencia,3
aun,1
persisten,1
civismo,1
reflexionar,1
errores,1
pasado,1
presentes,1
cotidianidad,2
comunitaria,4
barrial,1
nostalgica,1
cuerdas,1
recuerda,1
coplas,1
trovas,1
salsa,1
rock,1
pasion,1
futbol,1
fiestas,1
decembrinas,1
conversaciones,2
tiendas,1
chistes,1
historias,1
populares,1
comida,1
atraviesa,1
somos,2
tiempo,2
podemos,2
surgen,1
valores,5
presupuestos,1
hacen,4
relato,1
optimista,1
cara,1
evolucion,1
vemos,1
encarnados,1
diariamente,1
bella,1
muchedumbre,1
trabajar,1
animo,1
esperanza,1
saben,1
tallan,1
accion,2
conviviente,1
prospera,1
apostamos,1
consoliden,1
abierto,1
diverso,1
dinamico,2
comprometido,1
poten,1
habitamos,1
escenario,2
soñar,1
prosperidad,1
actitud,1
creativa,6
transforma,1
interpreta,1
modos,5
apropiar,1
despliega,1
momentos,2
celebracion,1
conmemoracion,1
colec,1
tiva,1
artistas,4
dinamizan,1
nexos,2
individuos,2
comprometen,2
expresiones,2
ordenamientos,1
asociacion,1
convocan,1
esteticamente,1
subjetividades,1
asumen,1
deberes,2
politicos,1
apostarle,1
interpretacion,1
pone,1
apropiados,1
formas,5
expresion,3
afectos,1
subjetivas,1
orientan,2
modula,1
actos,1
comunicativos,2
individuo,2
tejen,1
grupo,3
evidencia,1
orden,1
barrio,1
cree,1
habita,1
existe,2
concretar,1
parametro,1
efectivo,1
medicion,1
movilizar,1
evidente,1
discontinuidad,1
umbral,1
rupturas,1
exclusiones,1
flejan,1
impide,1
engaña,1
producen,1
explicita,1
insatisfacciones,1
habitar,1
indiferencia,1
intolerancia,1
muchas,1
acoger,1
decision,1
capital,1
tenido,1
lecturas,1
diferenciadas,1
interpretado,1
dinamizadora,1
caracterizan,2
entramados,1
simbolicos,1
potenciaran,1
confronten,1
demandas,1
urbanas,1
esteticas,1
territorialidad,1
formulado,1
participativamente,2
asistencias,2
institucionalidad,2
artistico,2
conviertan,1
ejes,2
transferible,1
colaborativo,2
aportan,1
redefinicion,1
observatoriolaboratorio,2
formulacion,1
decenal,1
instrumentos,1
planificacion,1
pactar,1
planeacion,3
relacionados,2
instancia,1
datos,1
formular,1
establecimiento,2
garantias,3
manifestaciones,4
eventos,5
artisticos,3
viva,3
colectivos,2
convocatorias,1
campos,1
escritura,4
oralidad,4
podamos,1
fortalezcamos,1
interculturales,1
incluso,1
reivindicacion,1
viven,2
facilite,1
ciudadano,6
generen,1
condi,1
afectados,1
privada,1
descentrali,1
zacion,1
dinamicen,1
partici,2
pacion,1
estimular,2
crea,2
integrar,1
cocreacion,1
salvaguarda,2
filmico,1
audiovisuales,1
cinemato,1
graficas,1
amplien,2
gusto,1
comunica,2
publicos,5
audiencia,1
aporten,3
realizados,3
cinemateca,1
convocatoria,1
realizada,1
insertan,1
despliegue,1
otra,2
afirmar,1
fundamento,3
creativos,1
investigativos,1
existente,3
posi,1
biliten,1
colectivas,2
insercion,1
empleo,1
fortaleceran,1
eco,1
profesionalizacion,3
oficios,2
tradicionales,2
vinculadas,1
narp,1
cabildos,1
indigenas,1
afiancen,1
sustentados,1
cul,1
tural,1
favorecen,1
identidad,3
habitan,1
presencia,3
libro,1
logro,1
tenga,1
diversi,1
uva,1
sonora,1
deriva,1
registradas,4
catulcasas,1
sbpm,1
identidades,1
concebir,1
mueble,1
inmueble,2
identificacion,2
salvaguardia,1
conservacion,5
preservacion,2
reafirmen,1
caracter,1
vivo,1
afianzando,1
proactivo,1
armonizarse,1
favor,5
mora,1
consolidarse,1
activacion,1
muni,1
cipio,1
interes,2
planear,1
ejecutar,1
declaratorias,1
muebles,1
inmuebles,1
articu,2
lando,1
publicoprivada,1
bibliografico,1
archivistico,1
pla,1
taformas,1
interactivas,1
conduzcan,1
manifestacion,1
sillete,1
enmarcadas,1
especial,1
salvaguardiapes,1
investi,1
gacion,1
transmision,1
subsistema,2
departamento,2
gestionado,1
administrativo,2
patrimoniales,2
interactivos,1
implementados,1
piloto,1
identificados,1
gerencia,4
campesina,1
lineales,1
documentos,1
salvaguardados,1
archivisticos,1
equipamientos,8
ordenamiento,1
pot,1
basicos,1
ebs,1
recreacion,1
deporte,1
consideran,1
centrales,1
corresponde,1
gobiernos,1
ejercer,1
exclusiva,1
impactos,1
reflejan,1
directamente,1
disminucion,1
materializados,1
miras,1
compartidos,1
nacion,1
pasan,1
adecuada,1
sustente,1
ocupacion,1
configuracion,1
sub,1
centralidades,1
corredores,1
mixtura,1
inteligentes,1
cumpla,1
caracteristicas,2
construcciones,1
funcionales,2
ambientalmente,1
accesibilidad,1
dotar,1
implementos,1
estudios,1
diseños,1
zona,2
nororiental,2
normas,4
vigentes,2
socio,1
adelantar,1
viabilidad,1
equipamiento,1
rehabilitado,1
dotados,1
conseguido,1
constituirse,1
paradigma,1
despues,1
haber,1
atravesado,1
dificiles,1
urbana,1
jamas,1
haya,1
enfrentado,1
cualquier,1
urbe,1
pais,1
logrado,1
emerger,1
cenizas,1
colectivo,1
hicimos,1
podia,1
hacerse,1
transformando,1
seguiremos,1
recuperando,1
ins,2
tituciones,1
propiciando,1
transforme,1
construyen,1
autoridades,1
nosotros,1
mismos,1
sentidos,1
pertenencia,1
vinculando,1
titucional,1
vital,2
orientada,1
tome,1
informada,1
buscamos,1
relacionamientos,1
mutuo,1
transformaciones,1
armonica,1
fundada,1
interpersonal,1
democratica,1
favorable,2
hogares,1
considera,1
mujer,1
civicos,1
pacificos,1
solidarios,1
disposiciones,1
acti,1
tudes,1
necesita,1
empatia,1
colaboracion,1
pacifis,1
estilo,1
privilegia,1
pacificas,1
tramitar,1
conflictos,1
relacionarse,1
propende,1
efectivas,1
claras,1
amables,1
empaticas,1
democracia,1
lacion,1
entablar,1
fomenten,1
fundados,1
pativa,1
consciente,1
repercusion,1
cons,1
truccion,1
llamada,1
consentido,1
cuyo,1
fasis,1
imaginario,1
inseguridad,1
falta,1
reapropiacion,1
usos,1
hacerlo,1
economica,2
culturalmente,1
convertiremos,1
museo,1
expongan,1
podran,1
darse,1
conocer,1
peatonalizaciones,1
administracion,1
calles,1
comunicacionales,3
adecuado,1
cultu,1
diversidades,1
acervo,1
comuna,1
candelaria,1
aceptacion,1
buscar,1
indole,1
patrones,1
imaginarios,5
representaciones,3
sexistas,2
limitan,1
visibilizacion,3
afirmativas,1
realizacion,2
galardon,1
honorifico,1
medalla,1
merito,1
femenino,1
desestructurar,1
estereotipos,1
chos,1
intereses,1
medios,1
afirmativa,1
hayan,2
visto,1
afectadas,1
continencia,1
divulgar,1
hombres,1
empoderamiento,1
municipales,2
expresa,1
modificado,1
respaldado,1
trascendido,1
administraciones,1
venido,1
siendo,1
complementado,1
luz,1
inserta,1
pilares,1
trascienden,1
pilar,1
herramienta,2
tribuye,1
ordenar,1
consecuente,1
respectivos,1
convoca,1
articulo,2
desarrollos,1
politi,1
cas,1
definen,1
adopta,1
pem,2
conceptos,1
constitucion,3
consagra,1
funcion,1
lado,1
fine,1
personal,1
persona,1
