word,frequency
aprender,1
vivir,1
equilibrio,1
naturaleza,4
pregunta,1
futuro,33
gobierno,8
ciudadanias,1
avanzar,4
alternativas,16
sustentables,1
coherentes,2
modelo,9
humano,3
sostenible,73
territorialmente,3
equitativo,3
posibilite,3
unas,3
formas,8
interaccion,3
basadas,1
dignidad,1
vida,29
respeto,2
horizonte,1
colectivo,10
municipal,25
incorpora,1
apuesta,6
interdepen,1
dencia,1
seres,3
humanos,7
ecosistemas,13
general,22
propender,3
produccion,18
reproduccion,3
habitabilidad,6
territorio,25
inserta,1
manera,12
definitiva,1
dinamica,2
sostenibilidad,15
ambiental,40
momento,1
jugar,1
cartas,1
construir,4
responsable,42
ambiente,44
ciudadanas,2
ciudadanos,6
nuestras,2
niñas,1
niños,1
jovenes,3
lograrlo,1
apostaremos,1
movilidad,100
transporte,30
privado,2
fuentes,6
energias,9
limpias,9
renovables,2
sistema,39
inteligente,9
eficiente,10
manejo,19
residuos,29
urbana,26
incremente,1
sustancialmente,1
parques,2
espacios,13
verdes,11
consecuencia,2
disponemos,1
iniciar,4
cambio,15
profundo,1
logicas,1
proceso,8
urbanizacion,2
acelerado,1
desconocido,1
limites,3
ampliado,1
inequidad,1
pobreza,2
agudizados,1
problemas,1
ambientales,19
abordar,1
interdependencia,3
humana,3
relaciones,6
exige,1
lectura,1
soporte,4
actuaciones,7
socioeconomicas,2
necesarias,4
responder,2
dinamicas,5
crecimiento,3
tiempo,3
garantiza,1
recuperacion,20
proteccion,39
respetando,1
leyes,2
vision,8
fuerte,1
perez,1
rojas,1
reconocemos,1
transito,11
hacia,12
posible,3
pleno,2
potenciacion,2
ruralidad,10
economia,9
campesina,3
propendemos,1
protege,1
ocupa,1
generar,11
armonicas,1
valora,1
potencia,1
referentes,1
identitarios,1
estructura,7
ecologica,13
principal,5
recursos,11
naturales,5
globales,1
economico,12
corres,1
ponsable,1
ambientalmente,3
region,5
taller,1
miembros,1
consejo,3
entidades,2
descentralizadas,1
enero,1
orientacion,2
vital,2
importancia,6
reconocer,1
particularidades,1
potencialidades,1
amenazas,1
pro,5
asumir,1
riesgo,22
eje,2
transversal,3
integral,28
reconozca,1
comprometido,1
adaptacion,10
climatico,11
ende,2
revision,2
procesos,27
productivos,1
avance,3
creacion,5
proposito,4
establecer,5
bases,1
transicion,2
direccionar,1
sosteni,1
bilidad,2
garantice,5
disfrute,7
derecho,2
digna,2
habitantes,16
integracion,12
funcional,2
armoniosa,2
mediante,22
acceso,14
pobladores,2
rurales,8
componente,27
metro,9
cultura,10
eficiencia,1
mejores,1
multimodales,1
america,2
latina,2
trenes,1
tranvia,1
cinco,3
subsistemas,3
cables,1
aereos,1
buses,5
rapido,1
inicio,1
pensado,1
conseguido,1
expandirse,1
municipios,1
area,10
metropolitana,8
estrella,1
envigado,1
itagui,1
bello,1
sabaneta,1
llegar,1
reto,1
muestra,1
pujanza,1
antioqueña,1
gracias,1
quienes,1
impulsaron,1
proyecto,3
pronostico,1
despues,1
dicho,1
masivo,3
crecido,1
punto,1
viajes,9
diarios,1
origen,1
amva,3
movilizando,1
promedio,5
cerca,2
pasajeros,2
observatorio,2
haber,1
iniciado,1
entonces,2
estaria,1
crisis,1
dimensiones,1
impensables,1
quizas,1
insuperables,1
objetivo,25
consolidar,7
cuente,1
trans,3
porte,2
integrado,3
multiproposito,1
articulado,4
rural,30
regiones,1
accesibilidad,10
universal,9
infraestructura,35
incluyente,8
generando,5
corredores,6
vial,9
amigables,3
proteja,1
actores,19
viales,10
especial,3
mayor,9
vulnerabilidad,5
peatones,3
ciclistas,4
motociclistas,1
usuarios,5
patinetas,1
garantizando,4
continuidad,4
desplazamientos,1
realizados,4
motorizados,3
implementado,8
uso,30
nuevas,13
tecnologias,11
herramientas,5
apoyo,3
mejor,4
toma,4
analisis,2
lleven,2
soluciones,7
alto,2
impacto,6
indicadores,60
resultado,11
unidad,39
meta,41
base,39
corresponsable,7
medida,37
emisiones,8
evitadas,2
ton,1
mediana,3
tonaño,1
departamento,16
administrativo,14
planeacion,16
secre,1
bicicleta,9
totales,2
porcentaje,43
taria,1
infraestruc,1
tura,2
tabla,11
continua,12
siguiente,11
pagina,11
peatonales,2
kilometro,5
estado,2
carril,1
fisica,24
tasa,3
mortalidad,3
accidentes,3
mujeres,4
red,18
ciclista,9
tiempos,2
minutos,1
incidentes,4
concentracion,2
anual,2
microgramo,1
municipio,35
cubico,1
orientado,2
permitira,5
areas,14
mejorar,25
propiciando,3
nuevos,6
modos,11
favorecer,1
lidad,2
aportar,5
metas,5
ods,7
garantizar,7
sana,2
promover,15
bienestar,6
edades,1
lograr,10
asentamientos,4
sean,4
inclusivos,2
seguros,2
resilientes,3
sostenibles,7
contribucion,6
monitoreara,5
objetivos,27
relaciona,5
continuacion,5
figura,6
fuente,8
estadistica,2
dane,2
particulas,2
finas,1
referencia,1
estacion,3
museo,1
antioquiamedmant,1
siata,1
espera,5
finalizar,3
redu,1
cida,1
muertes,1
concentraciones,1
continue,1
tendencia,1
descenso,1
programa,35
tendencias,2
descripcion,20
promocion,15
contaminantes,3
servicio,10
reduzcan,3
combustibles,6
fosiles,2
contribuyan,5
mitigar,1
aras,1
cumplir,1
compromisos,4
adoptados,4
frente,7
entes,2
locales,4
nacionales,2
internacionales,1
planes,6
aceleren,1
implementacion,29
baja,2
cero,8
emisio,1
nes,3
transportes,1
individual,2
carga,3
intermunicipal,2
reduccion,8
gases,4
efecto,5
invernadero,4
especificos,21
equipamientos,8
amoblamientos,1
ubi,1
cados,1
diseñados,3
estrategicamente,1
segun,4
requiera,1
demanda,2
regional,5
comodidad,1
modal,1
vias,4
carriles,1
exclusivos,1
paradas,1
fijas,1
estaciones,1
recaudo,3
control,32
complementarios,4
necesarios,1
contar,1
amueblamiento,1
cumplimiento,7
materia,6
producto,49
tramo,1
tecnologia,2
numero,90
electrica,2
operando,7
estudio,2
tecnico,4
basico,2
subterraneo,1
formulado,3
almacenamiento,1
recarga,2
vehiculos,5
cuadrado,1
zonas,15
protegido,2
implementadas,11
estructuracion,2
tecnica,1
legal,3
financiera,3
nueva,3
conexion,4
aeropuerto,2
jmc,1
sitva,2
gestionada,1
ante,4
autoridad,4
competente,2
evaluar,1
parametros,1
operacion,7
viabilidad,1
prestacion,6
servicios,39
nocturnos,1
realizado,2
renovacion,11
vehicular,3
formulada,5
aprobada,1
ejecucion,8
caminable,1
pedaleable,1
caminata,2
hacerlos,1
competitivos,1
tradicionales,1
teniendo,4
premisa,1
planificacion,22
diseños,3
orientados,1
privilegien,1
regulacion,8
automovil,1
haciendo,3
visible,1
beneficios,2
caminar,1
pedalear,1
forma,12
variables,1
acompañaran,1
procurando,1
relacionamiento,1
diferentes,14
interesados,1
enfoque,9
consideren,1
enfasis,5
continuar,1
promoviendo,3
materializar,1
piramide,2
invertida,1
definida,2
pot,11
acortar,1
camino,1
libre,1
mantener,5
peatonal,6
existente,3
experiencia,1
viaje,2
estancia,1
densificar,1
tipologias,1
clistas,1
adaptadas,1
trafico,4
calmado,1
modo,6
incrementar,4
diseñar,6
recorrido,2
intersecciones,1
seguras,1
reducida,2
pmr,2
conectividad,7
ciclis,1
tas,1
orienteoccidente,1
nortesur,1
kilometros,7
guia,2
criterios,4
activa,2
puentes,1
existentes,2
rio,1
adecuados,1
diseñada,3
articulada,7
conectar,1
norte,5
sur,1
lineal,2
infraes,17
andenes,1
rehabilitados,1
construidos,4
tructura,17
sif,10
ciclo,3
mantenida,4
construidas,2
corredor,3
universidad,2
sede,2
metros,15
volador,1
diseñado,2
lineales,2
ejecutado,1
piloto,6
cicloparqueadero,1
bicicletas,2
electricas,2
micromovilidad,2
racks,1
cicloparqueaderos,1
sedes,1
conglomerado,1
documento,3
futura,1
zona,9
media,1
alta,1
pendiente,1
contemple,1
gestionado,2
segura,14
innovacion,5
articulacion,18
tropolitana,2
implementando,4
innovadoras,3
tecnologicas,2
optimizacion,5
semaforica,2
señalizacion,3
estacionamiento,3
aprovechamiento,19
permanente,2
datos,1
procesamiento,1
generacion,18
decisiones,3
plataforma,2
tecnologica,6
aportara,1
mejora,4
fortalecera,1
buscando,2
centralizada,1
mejorando,3
disponibilidad,2
fortalecer,14
medioambiente,10
culminar,1
formulacion,3
relacionado,1
fortaleciendo,5
seguimiento,9
evaluacion,3
definido,2
estudios,7
sectoriales,1
detalle,2
necesario,3
ampliar,1
modernizar,3
semaforizacion,1
regulado,3
zer,1
estructurar,3
electronico,2
flota,3
municaciones,1
multimodal,1
adminis,2
formulados,2
trativo,2
mantenimiento,9
demarcacion,1
complementos,1
instalados,2
mantenidos,1
estrategia,12
electronica,2
movili,2
dad,7
terminales,1
interoperable,1
funcionamiento,2
ruta,1
electricos,2
distrito,6
implementada,5
basica,1
actual,2
contribuir,5
medioam,1
biente,1
sos,3
tenible,2
actuacion,1
interinstitucional,4
equidad,5
espacial,1
armonia,3
prioridades,1
establecidas,2
aplicacion,3
pueda,4
motivar,1
cautivar,1
tarifaria,2
satisfaciendo,1
mejoramiento,26
sostenimiento,1
comoda,2
agil,1
integradora,1
apunten,1
amigable,2
imaginario,2
ocupacion,10
satisfacer,2
afecten,1
propositos,2
ordenamiento,7
territorial,35
propiciar,1
integrados,2
inte,1
gradora,1
elaboracion,2
malla,1
asociada,2
mode,1
avenida,1
obras,5
complemen,1
tarias,1
optimicen,1
recorridos,1
ahorro,6
via,6
construida,1
terciaria,1
puente,1
estabilizacion,1
taludes,1
realizadas,3
cargo,2
intercambios,1
transformacion,15
cultural,14
articular,2
comunicacionales,3
bajo,6
enmarcada,1
pedagogicas,5
relacio,1
namiento,1
grupos,3
interes,7
fomentar,3
convivencia,10
armonica,1
reflexion,1
habitos,3
consciente,1
tomen,1
consciencia,1
practicas,8
cuidado,9
consigo,1
demas,5
componentes,3
convertir,1
comun,1
planear,1
ejecutar,4
campañas,4
eventos,2
transversales,2
quehacer,1
posicionen,1
educativa,4
publicos,23
internos,2
externos,2
difusion,1
material,2
educativo,2
escenarios,3
presenciales,1
digitales,1
tipo,4
participativa,1
organizacion,2
empoderamiento,1
socio,4
mediadas,1
pedagogia,2
instrumento,5
facilitador,1
modificacion,1
representaciones,1
comportamientos,1
actitudes,1
corresponsabilidad,2
dialogo,2
implicados,1
asuntos,2
atañen,1
posibiliten,2
integrales,7
dirigidas,3
promuevan,2
normas,1
distintas,2
dependencias,2
institucionalidad,1
afianzar,3
partiendo,2
identificacion,6
competencias,2
responsabilidades,1
actor,1
involucrado,1
logro,3
trazados,2
intervenidos,2
fundamentados,1
enfoques,2
perspectiva,1
solidos,16
empresas,3
publicas,9
epm,4
orgullo,1
antioqueños,1
seis,1
decadas,1
jalonado,1
segunda,1
empresa,2
pais,2
admirada,1
grandes,2
compromiso,4
progreso,1
aporte,2
mano,2
academia,2
industria,1
cuanto,2
energeticas,1
industriales,1
domiciliarios,1
sustitucion,1
carbon,1
gas,6
natural,9
energia,11
solar,3
suma,3
calificativo,1
ostenta,1
tacita,1
plata,1
duda,1
debido,2
recoleccion,1
disciplinada,1
pionera,1
ordinarios,1
demolicion,2
rcd,2
permitido,1
valorizacion,4
ellos,2
materias,2
primas,2
optimo,2
desempeño,2
investigacion,5
positiva,1
presencia,1
curriculos,1
universidades,1
privadas,1
reconocidos,1
men,1
colciencias,1
potenciar,5
cobertura,10
asequibilidad,1
acueducto,5
alcantarillado,4
penetracion,1
domiciliario,3
contenedores,1
transferencia,2
puesta,3
marcha,4
hogares,19
acceden,1
agua,9
saneamiento,3
conexiones,2
toneladas,2
aprovechadas,1
total,1
producidas,1
indicador,5
basicos,3
dap,2
encuesta,2
integrada,1
geih,1
tengan,1
consumo,9
racional,5
medellinenses,1
potable,4
sanea,1
miento,4
alumbrado,3
modernizacion,3
inversiones,2
inteligentes,2
factura,2
final,2
suscriptor,1
constitucionales,2
optimizar,2
incentivando,1
realizando,1
aumentar,4
especialmente,4
comunidades,3
desfavorecidas,1
insercion,2
involucrados,2
llevar,1
cabo,1
solu,1
ciones,4
suministro,2
independiente,1
condicio,1
aseo,5
reducir,4
pagar,1
concepto,1
publi,1
cos,1
aquellos,2
menores,1
ingresos,7
brindando,1
subsidios,6
auspicios,1
comunicacio,1
nales,1
reduciendo,1
probabilidad,1
desconexion,1
pago,2
liderazgos,1
comunitarios,4
aliados,2
trategicos,1
excelencia,1
alcaldia,5
vencer,1
articuladas,2
prestador,1
beneficiando,1
continuo,1
seguro,3
estable,1
genere,1
poner,2
iluminacion,3
ornamental,2
eficientes,1
sino,1
faciliten,3
aplicaciones,1
smart,1
city,1
desarrollos,1
incrementen,2
util,1
elementos,8
costos,1
disminuyan,1
luminica,1
peligrosos,1
igualmente,7
explorar,1
distribuida,1
viviendas,6
conectan,1
conectadas,2
reciben,1
auspicio,1
minimo,1
luminarias,1
led,1
mensuales,3
entregados,3
fondo,3
solidaridad,5
redistribucion,3
comites,1
constituidos,1
activos,1
plazoletas,1
deportivos,1
iluminados,1
autogestion,1
autogeneradores,1
circular,6
generados,1
cambios,2
estruc,1
turales,1
principios,4
promovera,2
propendan,1
separacion,1
rutas,1
selectivas,1
puntos,2
criticos,2
cadenas,2
reciclaje,4
aprove,1
chamiento,1
tratamiento,2
susceptibles,1
revalorizacion,1
economica,4
residuo,1
responsables,2
propendiendo,2
estructurales,2
enfocados,1
politicas,12
limpia,1
incremento,3
administracion,7
sensibilizacion,3
cadena,2
escala,8
adecuacion,3
planta,2
permita,3
impactos,5
negativos,2
asociados,3
desechos,1
cubiertas,1
campaña,1
separas,1
reciclo,1
diagnostico,1
implementados,2
recicladores,2
acompañados,2
conservacion,27
contrastes,1
belleza,1
majestuosidad,1
cerros,2
tutelares,2
abundancia,1
hidricas,3
variedad,1
aves,1
sobrevuelan,1
valle,6
especies,7
fauna,5
silvestre,2
persisten,1
engalanan,1
constituyen,2
diversos,3
implica,5
consolidacion,6
lineamientos,2
claros,1
integran,3
amplia,1
compleja,1
labor,2
cobra,1
valor,4
posicionar,1
elemento,2
fundamental,1
clave,2
biodiversidad,17
orienta,2
tendientes,2
preservacion,3
restauracion,6
ecosis,1
temicos,1
estrategicas,7
valoracion,3
ecosistemicos,5
apropiacion,6
crear,3
relacion,6
comprometida,2
respetuosa,1
trategias,1
institucionales,5
animales,11
rescatados,1
animal,3
quebradas,3
intervenidas,2
sensibilizada,1
pedagogicos,2
busca,8
favoreciendo,1
restablecimiento,2
terrestres,1
gestionar,5
sosteniblemente,1
bosques,1
luchar,1
desertificacion,1
detener,2
invertir,1
degradacion,1
tierras,1
perdida,2
restauradas,2
preservadas,2
cantidad,1
recurso,11
hidrico,11
hectareas,4
morado,1
aportes,1
secretarias,3
caso,1
narrativa,1
alrededor,1
tres,3
mil,2
encuentren,1
asociadas,2
patrimonio,4
particular,3
incentivos,4
protegidas,4
regionales,3
metropolitanas,1
montañosas,1
concordancia,2
dara,1
compren,1
didos,1
ecologico,6
cerro,2
cruces,1
sujeto,1
boscosa,2
siembra,1
aproximadamente,1
pasivo,1
comunidad,7
constituye,2
tal,5
bienes,7
generaciones,1
futuras,1
apuestas,2
coordinacion,4
autoridades,2
propicien,1
comunitaria,2
institucional,1
estrategicos,9
flora,1
objetos,1
estrate,1
gicos,1
realizacion,1
suelos,2
conflicto,1
actividades,10
educa,1
cion,6
realizar,3
pertinentes,2
encaminadas,2
refugio,1
elaborado,1
proporcionar,1
compañia,2
encuentran,3
condicion,1
calle,2
fortale,1
ciendo,1
sensibilidad,1
vivos,1
preservar,1
unica,1
centro,12
estar,2
registro,2
perros,2
gatos,2
implantacion,1
mayores,1
heridos,1
abandonados,1
emergencias,2
adecuado,3
abejas,3
otros,5
polinizadores,1
domestica,1
propietario,2
palomas,2
polinizadoras,1
generales,2
nicipio,3
situacion,2
esten,3
maltrato,2
medica,1
entrega,1
adopcion,3
poblacional,1
avispas,2
incluya,2
tierra,1
identificados,1
microchip,1
educadas,1
ofrecer,1
ciudadania,3
holistica,1
transformacional,1
basada,2
innovadora,1
transformar,2
ciudadana,3
situaciones,1
generan,1
forjara,1
formacion,1
organizados,1
didacticas,1
contemplara,1
conforman,1
sigam,3
facilite,1
buscan,3
intercambio,1
experiencias,1
divulgacion,2
ruido,5
ecoconduccion,1
fin,6
sociedad,1
buscara,1
adecuadamente,1
eficaz,1
justicia,2
caribe,1
escazu,1
abordaje,1
resolucion,3
conflictos,2
integrando,1
aportando,2
significativa,2
proteger,1
instituciones,1
solucion,2
efectiva,3
socioambientales,2
confianza,1
protegiendo,1
presion,1
instancias,4
sis,1
tema,2
segui,1
trazada,1
acompañamiento,4
coordina,2
siamed,1
torno,1
incidir,1
fortalecidas,1
portal,1
web,1
sensibilizados,1
buenas,4
firmantes,2
pacto,2
ecohuertas,1
acompañadas,1
pigeca,3
desarrolladas,2
mecanismo,1
monitoreo,4
actualizada,2
hidrografico,3
cauces,3
rondas,3
localizados,1
particularmente,2
efectuaran,1
cuencas,6
abastecen,1
externas,2
contribuyen,2
abastecimiento,2
velara,1
cuerpos,2
humedal,1
parque,6
tendra,1
vidas,2
comu,1
nidades,1
asentadas,2
retiros,1
hidraulica,1
hidrica,4
preventivo,1
correctivo,1
fomentara,1
correspondencia,2
definidos,3
progra,1
avanzara,1
prioritariamente,1
gestiones,1
actualizacion,1
hidrografica,1
levantamiento,1
detallado,1
tramos,1
incertidumbre,1
alineamiento,1
definir,1
inconsistencias,1
trazado,1
adoptada,1
orientadas,1
respe,1
tuosa,1
lago,3
ecosistema,1
microcuencas,3
abastecedoras,4
asegu,1
ran,1
ley,10
desa,1
rrollo,1
instrumentos,14
local,9
metropolitano,7
relacionados,2
estructurante,1
mitigacion,8
riesgos,3
hidraulico,1
corrientes,1
minimizando,1
pudiera,1
avenidas,1
torrencia,1
hacen,1
fosforo,1
reducido,1
mglitro,2
metroparques,2
internas,1
elaboradas,1
longitud,1
urbanismo,7
entendemos,1
comprension,3
profunda,3
interac,1
humanas,2
dimension,1
equilibrios,1
ocurrencia,1
condicionadas,1
podemos,2
crece,1
consume,1
aumenta,2
trayectos,1
distancia,1
huella,2
carbono,2
quita,1
boscosas,1
creemos,1
densa,1
mixta,1
usos,1
suelo,8
conectada,1
priorice,1
vilidad,1
ciclorrutas,1
habitat,9
decir,1
trascender,2
posi,1
bilita,1
fenomenos,3
isla,3
calor,3
ventilacion,1
indice,2
lluvias,1
propios,1
desgaste,1
producidos,1
desconocen,1
eco,1
agotamiento,1
liderar,1
configuran,1
plano,1
urbano,14
equitativa,1
isvimed,17
fonvalmed,3
edu,4
autorizaciones,1
agencia,6
app,6
venteros,6
informales,6
cuadrados,13
temporal,1
inder,2
secr,1
efectivo,3
gerencia,13
generado,2
dagrd,7
desastres,20
medidas,5
superan,2
deficit,3
cuantitativo,2
vivienda,28
cualitativo,2
verificacion,1
reporte,1
movi,1
climatica,6
adelantaran,1
aportaran,1
habitante,2
logre,1
impactar,3
favorablemente,1
incrementando,1
moradores,7
concrecion,1
acordado,1
plementacion,1
complementaria,3
financiacion,6
previstos,2
equilibrada,1
territoriales,3
coherencia,3
pretende,2
acompañar,2
transforma,1
urbanisticas,1
esfuerzos,3
colectivos,2
privados,2
dotacion,1
infraestructuras,2
urbanistica,2
respondan,1
espaciales,3
fisico,1
utilizacion,3
incorporacion,2
estructurantes,2
caracter,1
metodos,1
coherente,2
transversalidades,1
borde,1
definiendo,2
aplicando,2
disposiciones,3
socializar,1
producti,1
vas,1
implementarla,1
escenario,1
aplicar,1
ordena,1
productividad,4
analizar,1
viabilizar,1
tecnicamente,1
rectores,1
rritoriales,1
normativo,2
vigente,2
aplicable,1
diseño,3
actuacio,1
peato,1
nal,1
completando,1
poblado,2
productivas,2
instrumentada,1
viabilizados,1
tramitados,1
mesas,1
concertacion,3
ejercicios,1
barrio,2
moravia,4
dotar,4
paisaje,3
esparcimiento,1
encuentro,5
ciudadano,4
amable,1
accesible,2
recupera,1
reconfiguracion,1
calidades,1
paisajisticas,1
promueve,4
dan,1
posibilitando,1
facilitando,1
cualificacion,6
adicional,1
normativas,2
vivencia,1
apoyara,1
distritos,1
propuestos,1
iniciativas,7
prado,1
patrimonial,1
ignacio,1
par,1
ques,1
berrio,1
botero,1
bolivar,1
historico,1
perpetuo,1
socorro,1
creativo,1
denominados,1
diverso,1
barbacoas,1
vecino,1
boston,1
angeles,1
comercial,1
guayaquil,1
asomadera,1
civico,1
alpujarraplaza,1
opor,1
tunidades,1
plaza,1
minorista,1
complementar,1
mapa,1
oferta,5
diferenciada,1
vocaciones,1
particulares,1
integradores,1
paisajistico,1
obra,2
reguladas,1
cualificar,1
integralmente,2
pacios,1
fisicas,1
operativa,1
autorizacion,1
ludicas,1
fomenten,1
articulados,1
alianzas,2
socia,1
padrinazgos,1
activacion,1
lugares,2
interveni,1
prosperidad,1
apueste,1
decente,1
principio,1
resilien,1
iii,1
adecuar,1
atracciones,1
mecanicas,1
acuaticas,1
brindar,1
condi,1
tecnicas,1
adecuadas,1
priorizando,1
sectores,2
deficitados,1
universalmen,1
accesibles,2
preserven,1
potencien,1
valores,1
lugar,1
mejorados,1
revitalizacion,1
seguri,5
ejecutados,1
mantenimientos,1
adecuaciones,1
deporte,1
recreacion,1
actividad,2
mantenido,1
fisicasif,1
impactados,1
formalizacion,1
empresarial,2
ajustada,1
inscripcion,2
familias,2
beneficiados,9
superficies,1
arte,1
reconversion,1
determinantes,1
olaya,1
herrera,1
centralidades,3
compacta,1
policentrica,1
basicas,1
vitalidad,1
multisectoriales,1
brinden,1
incluido,2
tradicional,2
comprende,2
competitividad,3
funciones,1
principalmente,1
emplazada,1
ladera,1
perteneciente,1
estratos,1
bajos,1
asimismo,4
componen,1
dichas,1
urbanistico,1
comunas,4
urbanos,5
bana,1
proyec,1
tos,2
pui,2
mejorada,1
adecuada,4
efectos,6
variabilidad,5
prevencion,3
preparacion,2
rehabilitacion,2
reconstruccion,1
ferencia,1
implementen,1
hacerle,1
mejore,1
gobernanza,3
transversalmente,1
asentamiento,1
trata,1
evitar,1
regulaciones,1
reconstruc,1
contribuyendo,2
neutro,1
ordenada,1
dirigir,1
atendiendo,1
politi,2
cas,2
actuales,1
futuros,1
medi,1
das,1
adversos,1
orde,1
prospectivas,1
correctivas,1
cuerpo,1
oficial,1
bomberos,1
fortalecido,1
eahs,1
inventarios,1
enfrentar,1
barrios,4
soste,1
nible,1
precariedad,1
afrontando,1
desafios,1
incluyentes,1
biodiversos,1
habitables,1
corresponsables,1
direccionadas,1
pehmed,2
habitacionales,2
incorporen,2
crite,1
rios,2
confeccion,1
ecomateriales,1
disponible,1
materiales,3
cuales,3
obtienen,1
miras,3
viss,1
prioritario,2
vips,1
edificaciones,4
mixto,3
choque,1
reactivacion,1
pleo,1
impulsara,1
garanticen,1
revisaran,1
utilizaran,1
existen,2
suburbano,1
expansion,1
perimetro,1
articulo,2
permisos,1
estaran,2
sometidos,1
promotores,1
desarrolladores,1
predios,4
incorporar,2
comprometan,1
ejecuciones,1
dentro,2
meses,1
siguientes,1
aprobacion,1
esperan,1
contaran,1
otras,4
gremio,1
generandose,1
empleos,1
directos,2
smmlv,2
habitacional,5
demandando,1
cum,1
plimiento,1
busqueda,2
aprovecha,1
impactando,1
oficinas,1
comercio,1
edificios,2
estimulo,2
bitabilidad,1
consolidando,1
inclusivo,1
apuntando,1
disminuir,4
vulnerable,1
diferencial,3
empleo,2
informal,1
ingre,1
posibilidad,1
creditos,1
enmarcados,1
mencionada,1
titulacion,1
fiscales,2
puedan,1
acceder,1
obtener,1
titulo,2
imple,1
mentar,1
ocupados,1
existencia,1
ubiquen,1
objeto,2
legalizacion,1
oficina,1
reconocimientos,1
curaduria,2
consultivo,2
ccmph,1
articulador,1
coordinador,1
subsistema,1
luz,1
mede,1
llin,1
colectiva,1
logrado,1
mixtos,1
apoyados,3
financieramente,1
adquisicion,5
viviendasector,2
ruralsector,1
saneados,1
titulados,1
resoluciones,1
expedidas,1
creado,2
verde,13
recupe,1
racion,1
morro,2
subterranea,1
drenaje,1
degradados,1
vegetal,1
carbo,1
coberturas,1
blandas,1
permeables,1
muros,1
fachadas,1
captura,2
igual,4
hara,1
arboles,2
declarados,1
ecologicas,1
caracterizar,2
conocer,1
composicion,1
identificar,2
potenciarlos,1
inventario,3
arbolado,2
caracterizacion,2
ecosistemica,2
apropiadas,1
sitio,1
alternativa,2
incorporando,1
ecologicos,1
socioeconomicos,1
habilitacion,1
mantenidas,1
intervenida,1
cualificados,1
plantados,1
corregimientos,23
conservando,1
riqueza,1
com,2
ponente,1
identifica,1
define,1
periodo,1
tomando,1
propuestas,3
normatividad,1
litera,1
documentacion,1
sistematizada,1
relacionadas,1
departamentales,1
municipales,5
permanencia,1
campesino,4
potencial,3
favorable,1
activo,1
drc,4
plementaria,1
segundo,3
encaminar,1
fisicoespaciales,1
perma,1
nencia,1
diciembre,1
productores,6
agropecuarios,8
agregado,3
dinamizacion,1
agro,3
orientaciones,1
pod,1
dis,2
trito,1
brecha,1
multidimensional,1
ingreso,2
capita,2
pesos,2
circuitos,1
colombianos,1
cortos,2
comercializacion,6
perciben,1
inseguridad,1
familia,3
alimentaria,3
orientan,1
impulse,1
hambre,1
nutricion,1
agricultura,1
realizan,2
sector,3
agrope,1
cuario,1
silvicultura,1
pesca,1
ecv,1
agropecuario,1
dignificando,1
cooperacion,2
upr,1
misionales,1
incluye,2
descentralizados,1
privada,1
corregidurias,1
lideres,1
habilitar,1
convierta,1
herramienta,1
territo,1
corregi,1
mientos,1
alimentos,1
demograficamente,1
munici,1
pio,1
veredas,1
socializado,1
reglamentado,1
fortalecida,1
saberes,1
agropecuaria,4
promocionado,1
demografica,1
realizada,1
