word,frequency
normativas,1
migrantes,3
vulnerables,1
tengan,1
objetos,1
misionales,1
mandatos,1
velar,1
regula,1
relacionadas,2
constructivas,2
actividad,2
edificadora,2
alertas,1
tempranas,1
intervenir,1
rapidos,1
descontrolados,1
urbanizacion,1
informal,1
ubicacion,1
inapropiadas,1
incorpo,1
racion,1
reportados,1
detectado,1
llevar,1
catastro,3
encaminados,1
multiproposito,2
land,1
administration,1
domain,1
model,1
iso,1
conjunta,1
snr,1
igac,1
garante,1
medioambiente,1
dinamica,1
inmobiliaria,1
ocupa,1
construcciones,1
lega,1
ilegales,1
presentados,1
oficio,1
solicitud,1
estableci,1
das,1
indiquen,1
obras,1
licenciadas,1
monitorear,1
conatos,1
inva,1
recorridos,1
drones,1
estratificacion,2
nomenclatura,1
homologacion,1
espaciales,1
ide,1
estructurada,1
verificados,1
recuperado,1
adecuado,2
estrategicamente,1
nicaciones,1
ambitos,2
informativos,1
publicidad,1
marca,1
digital,1
regiran,1
comunicativas,2
crisis,1
acerca,2
fomentando,1
dineros,1
ofrece,1
relacionamiento,2
directo,1
lazos,2
integran,1
consideran,2
socializacion,1
liderar,1
glomerado,1
divulgados,1
movilizados,1
ejes,1
independien,2
tes,2
rrollo,1
independientes,9
coparticipes,1
direccionan,1
comuni,1
cacion,1
posicionamiento,1
aplicar,1
dirigidas,4
encuentro,1
premio,1
asesoradas,3
dirigir,4
comunica,1
normatividad,1
utilidad,1
gratuidad,1
imagen,1
corporativa,1
definiendo,1
oficial,1
mensajes,1
campañas,1
facilita,1
comunicacional,2
propiciando,1
prestarles,1
asistir,1
secretarias,2
disminucion,1
discriminatorias,1
atenten,1
direccionados,1
gestores,5
formales,18
civilidad,1
mulacion,1
propuestas,3
mejoren,2
asociados,1
ciudadaniaestado,1
definicion,1
participa,2
identifi,1
cados,1
participes,1
caracterizados,1
formuladas,1
encuentran,2
responden,1
obstante,1
incorporadas,1
complementan,1
apo,1
yan,1
expresan,1
siguientes,1
cluyen,1
pretenden,1
equiparacion,1
car,1
gos,1
directivos,1
decisorio,1
conpes,1
vista,1
diferencial,3
avanza,1
tipos,1
discapacidad,3
existen,1
planta,2
encuentra,1
referente,2
aspecto,1
determina,1
proporcion,1
expresa,2
adopta,1
afectada,1
ampara,1
quienes,1
sufrieron,1
despojo,1
abandono,1
tierras,1
secuestro,1
tortura,1
reclutamiento,1
menores,1
minas,1
antipersona,1
sexual,1
dara,1
decreto,2
crea,1
subcomites,1
forman,1
etnico,1
sufrido,1
rigor,1
recibir,1
igualmente,1
puesto,1
cuanto,1
partida,1
fenomenos,2
tructural,1
momento,1
decidir,1
seguro,1
armonicas,1
convivientes,1
proyectar,1
destinos,1
desarrolla,1
estatutaria,1
desatan,1
serie,1
puesta,1
favorecen,1
incrementan,1
tinuidad,1
ventaja,1
tenga,1
surgimiento,1
dis,1
tintas,1
ambito,1
venido,1
interactue,1
debera,1
tic,1
electronicos,1
entonces,1
poder,1
articulo,1
pla,1
nificacion,1
abarcan,1
portante,1
democraticos,1
ellos,1
identifican,1
surgen,1
optima,1
legitimacion,1
caso,1
moradores,1
produc,1
tivas,1
aborda,1
ampliamente,1
ecociudad,1
generara,1
afecta,1
macroproyectos,1
diversas,1
banco,1
sectorial,1
logro,1
infancia,1
juventud,1
litica,1
definen,1
representan,1
insumo,1
lenguaje,1
importancia,1
favorezca,1
