full_text,user,location,date,tweet_id,number_rt,number_likes,id_key_word
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtD",ComunasMed,Medellin,2022-05-21 05:00:01,1527876844791380000,2,0,16
 🤰 Inscríbete en la 2ª Convocatoria de Fomento y Estímulos PREA 2022 @JuventudMed @Santiago_Bdy #jovenesmedellin #joven #lideres #juventud #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-21 00:53:00,1527814683226420000,2,0,16
 Reino Unido apoyará al Valle de Aburrá en proyectos de movilidad sostenible y mitigación del cambio climático #medellin #comunas #rural #corregimientos #webstories @Areametropol,ComunasMed,Medellin,2022-05-21 00:03:49,1527802306116340000,4,2,16
 Reino Unido apoyará al Valle de Aburrá en proyectos de movilidad sostenible y mitigación del cambio climático #medellin #comunas #rural #corregimientos #webstories @Areametropol,ComunasMed,Medellin,2022-05-21 00:03:44,1527802284096340000,4,1,16
 Reino Unido apoyará al Valle de Aburrá en proyectos de movilidad sostenible y mitigación del cambio climático #medellin #comunas #rural #corregimientos #webstories @Areametropol,ComunasMed,Medellin,2022-05-21 00:03:38,1527802261438600000,4,1,16
 El Metro de la 80 llegará con su feria de emprendimiento al cerro El Volador #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @metrodela80,ComunasMed,Medellin,2022-05-21 00:01:49,1527801803122820000,4,1,16
 El Metro de la 80 llegará con su feria de emprendimiento al cerro El Volador #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @metrodela80,ComunasMed,Medellin,2022-05-21 00:00:11,1527801392546650000,4,1,16
" Este lunes, 23 de mayo, empiezan las sanciones por exceso de velocidad en la Avenida 80 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 23:51:27,1527799193024230000,3,0,16
 El Banco de los Pobres simplificó sus trámites y condiciones para que la ciudadanía tenga mejor acceso a créditos #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @Orlandojza,ComunasMed,Medellin,2022-05-20 23:49:21,1527798666030990000,4,1,16
 El Banco de los Pobres simplificó sus trámites y condiciones para que la ciudadanía tenga mejor acceso a créditos #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @Orlandojza,ComunasMed,Medellin,2022-05-20 23:49:15,1527798639648810000,3,0,16
 El Banco de los Pobres simplificó sus trámites y condiciones para que la ciudadanía tenga mejor acceso a créditos #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @Orlandojza,ComunasMed,Medellin,2022-05-20 23:49:07,1527798607310730000,4,2,16
 El nuevo programa de Tecnología en Gestión Logística del Pascual Bravo aportará al desarrollo de esta industria en Medellín #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @IUPascualBravo,ComunasMed,Medellin,2022-05-20 23:45:00,1527797568775800000,4,1,16
 El nuevo programa de Tecnología en Gestión Logística del Pascual Bravo aportará al desarrollo de esta industria en Medellín #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @IUPascualBravo,ComunasMed,Medellin,2022-05-20 23:44:34,1527797462764770000,2,0,16
 El nuevo programa de Tecnología en Gestión Logística del Pascual Bravo aportará al desarrollo de esta industria en Medellín #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @IUPascualBravo,ComunasMed,Medellin,2022-05-20 23:44:27,1527797432125380000,3,2,16
 El nuevo programa de Tecnología en Gestión Logística del Pascual Bravo aportará al desarrollo de esta industria en Medellín #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @IUPascualBravo,ComunasMed,Medellin,2022-05-20 23:44:15,1527797380258660000,3,1,16
 El nuevo programa de Tecnología en Gestión Logística del Pascual Bravo aportará al desarrollo de esta industria en Medellín #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @IUPascualBravo,ComunasMed,Medellin,2022-05-20 23:44:10,1527797358469290000,3,2,16
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtD",ComunasMed,Medellin,2022-05-20 23:41:53,1527796785086870000,3,1,16
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtD",ComunasMed,Medellin,2022-05-20 23:41:47,1527796760629980000,3,2,16
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtD",ComunasMed,Medellin,2022-05-20 23:41:40,1527796732175820000,3,0,16
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtD",ComunasMed,Medellin,2022-05-20 23:41:34,1527796704086570000,2,1,16
" Llega el XVI #FestivalInternacional de #Tango, evento que tendrá como país invitado a #Uruguay, cuna del tango #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @AlvaroArtDb",ComunasMed,Medellin,2022-05-20 23:41:24,1527796665624710000,3,2,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:38:04,1527795825702840000,3,1,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:37:49,1527795760678550000,2,2,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:37:27,1527795669662150000,2,2,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:37:21,1527795643749630000,1,1,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:37:14,1527795617178820000,2,2,16
 Más de 28.000 habitantes de Pedregal ya disfrutan de un nuevo parque recreativo #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @NataliaUrregoA @camivillamizar,ComunasMed,Medellin,2022-05-20 23:36:47,1527795501944520000,2,2,16
 Rendición de cuentas Emvarias 2021 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @CarlosFBorja,ComunasMed,Medellin,2022-05-20 23:34:08,1527794834391680000,3,4,16
 Rendición de cuentas Emvarias 2021 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @CarlosFBorja,ComunasMed,Medellin,2022-05-20 23:33:27,1527794662064410000,2,1,16
 Rendición de cuentas Emvarias 2021 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @CarlosFBorja,ComunasMed,Medellin,2022-05-20 23:32:49,1527794504580970000,2,2,16
 Rendición de cuentas Emvarias 2021 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed @checholopezm @CarlosFBorja,ComunasMed,Medellin,2022-05-20 23:32:23,1527794394862080000,1,0,16
" Autoridades indígenas de Medellín de las comunidades Inga,Embera,Estudiantil y Chibcariwak visitaron este jueves 19 de mayo la sede del OBSERVATORIO DE PAZPOLI ya que los territorios indígenas sufren en gran medida las acciones de la guerra rural y también urbana.Haremos COLOQUIO",PardoLuisGmo,Colombia,2022-05-20 21:10:20,1527758646138000000,3,4,16
 Se hace un llamado a la prudencia en las vías para proteger la fauna silvestre. #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-20 17:09:00,1527697913551370000,0,0,16
 Para viajar con animales de compañía se recomienda tomar medidas que garanticen su protección y bienestar #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-20 17:07:00,1527697409186210000,0,0,16
 Ya están publicadas las condiciones del contrato de interventoría para la construcción del Metro de la 80 @checholopezm @metrodela80 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-20 13:52:41,1527648509117220000,2,2,16
" Este lunes, 23 de mayo, empiezan las sanciones por exceso de velocidad en la Avenida 80 #medellin #comunas #medellinrural #corregimientos #webstories @alcaldiademed @sttmed #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 13:49:12,1527647632939750000,1,1,16
" Este lunes, 23 de mayo, empiezan las sanciones por exceso de velocidad en la Avenida 80 #medellin #comunas #medellinrural #corregimientos #webstories @alcaldiademed @sttmed #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 13:49:03,1527647593047670000,2,2,16
" Este lunes, 23 de mayo, empiezan las sanciones por exceso de velocidad en la Avenida 80 #medellin #comunas #medellinrural #corregimientos #webstories @alcaldiademed @sttmed #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 13:48:51,1527647543886240000,2,2,16
" Las ferias de servicios se realizarán entre las 9:00 a. m. y la 1:00 p. m., así:San Antonio de Prado: viernes 20 de mayo @maryo_london #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 10:00:02,1527589961527990000,0,0,16
" En Medellín hay templos de diferentes estilos, que van desde el neogótico hasta el contemporáneo, que identifican y son referentes arquitectónicos de los barrios. #patrimonio #arquitectónico y #cultural #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-20 03:18:00,1527488784417300000,0,0,16
 Medellín cuenta con 232 edificaciones religiosas que enriquecen su #patrimonio #arquitectónico y #cultural #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-20 02:55:00,1527482996948980000,0,0,16
 Medellín cuenta con 232 edificaciones religiosas que enriquecen su #patrimonio #arquitectónico y #cultural #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-20 02:54:00,1527482745508730000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Internos de la cárcel El Pedregal recibieron formación para reparar el tejido social y resignificar sus conductas @SecNoViolencia,ComunasMed,Medellin,2022-05-19 20:13:00,1527381830613310000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Más de 1.300 personas celebraron el Día de la Familia este fin de semana con oferta institucional de la Alcaldía de Medellín @santy_preciado @AZULVIRVIESCAS,ComunasMed,Medellin,2022-05-19 19:43:00,1527374280006280000,0,1,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Más de 1.300 personas celebraron el Día de la Familia este fin de semana con oferta institucional de la Alcaldía de Medellín @santy_preciado @AZULVIRVIESCAS,ComunasMed,Medellin,2022-05-19 19:25:00,1527369750141100000,0,0,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Con cambio de sede, Buen Comienzo mejora las condiciones de atención para 180 niños y niñas de la comuna 8-Villa Hermosa @Buen_Comienzo",ComunasMed,Medellin,2022-05-19 19:23:00,1527369248506400000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Las instituciones de educación superior de la Alcaldía de Medellín tienen más de 5.000 cupos disponibles para 96 programas @IUPascualBravo @ITMinstitucion @IUColmayor,ComunasMed,Medellin,2022-05-19 19:19:00,1527368239969350000,0,0,16
 La Alcaldía de Medellín lanza el concurso “Dame Razones para bailar” como parte de las estrategias para fortalecer la salud mental @AndreeUribeM #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-19 17:59:00,1527348109201720000,0,0,16
" @Eganbernal @FicoGutierrez Mi muy admirado por su carrera en el ciclismo. Le invito a q le de nuevamente una miradita a su tierrita, claro está, desde la realidad tierra que no a cambiado porque usted tenga triunfos deportivos. Federico no sabe nada de rural. Soy de Medellin y laboralmente se q 0 rural",betancur_edilia,"Medellín, Colombia",2022-05-19 17:03:00,1527334015333590000,0,0,16
 Ya está abierta la convocatoria de artistas para la Semana de la Juventud 2022 @JuventudMed @Santiago_Bdy #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-19 13:00:02,1527272873206750000,0,0,16
 La Alcaldía de Medellín acompañó la entrega de indemnizaciones a más de 1.300 víctimas del conflicto armado @SecNoViolencia #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-19 13:00:02,1527272872300770000,0,0,16
 👷🏼‍♀️ Únete a Trabajo Joven Sí Hay @JuventudMed @Santiago_Bdy #jovenesmedellin #joven #lideres #juventud #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-19 13:00:00,1527272862637300000,0,0,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Desde este lunes 16 de mayo, más de 498.000 estudiantes de Medellín volverán a ver sus sonrisas en los salones de clase @EducacionMed @soyalejangu",ComunasMed,Medellin,2022-05-19 12:30:01,1527265318308940000,0,1,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Más de 1.600 personas se beneficiarán con la construcción de la cubierta del escenario Cuatro Vientos, en Los Colores @INDERMEDELLIN @sanchezc_v",ComunasMed,Medellin,2022-05-19 10:30:00,1527235112793950000,0,1,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Los convocados son de Santa Cruz, Doce de Octubre, El Poblado, Belén y el corregimiento Altavista, y se pueden inscribir entre el 16 y el 20 de mayo. @berriojuangui",ComunasMed,Medellin,2022-05-18 20:21:00,1527021455116010000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed El Cuerpo Oficial de Bomberos de Medellín recibió 959 nuevos elementos de protección personal @DAGRDMedellin @lauraduos @carlosmube1973 @WalterPerezBeta,ComunasMed,Medellin,2022-05-18 20:00:02,1527016178174110000,1,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed El Cuerpo Oficial de Bomberos de Medellín recibió 959 nuevos elementos de protección personal @DAGRDMedellin @lauraduos @carlosmube1973 @WalterPerezBeta,ComunasMed,Medellin,2022-05-18 19:59:00,1527015918659810000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Internos de la cárcel El Pedregal recibieron formación para reparar el tejido social y resignificar sus conductas @SecNoViolencia,ComunasMed,Medellin,2022-05-18 19:57:00,1527015415528020000,0,0,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Más de 1.600 personas se beneficiarán con la construcción de la cubierta del escenario Cuatro Vientos, en Los Colores @INDERMEDELLIN @sanchezc_v",ComunasMed,Medellin,2022-05-18 19:49:00,1527013402056470000,0,0,16
 #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Más de 1.300 personas celebraron el Día de la Familia este fin de semana con oferta institucional de la Alcaldía de Medellín @santy_preciado @AZULVIRVIESCAS,ComunasMed,Medellin,2022-05-18 19:26:00,1527007614738910000,0,0,16
" ¿Donde queda Ruta Naranja? #RutaNaranja está ubicada en el barrio perpetuo socorrol, que en 2019 fue declarada como el #Distrito #Creativo y #Cultural de #Medellín. @Ruta_N #ValleDelSoftware #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-18 18:50:00,1526998554685870000,2,3,16
 Desde el 19 de mayo estará abierta la novena convocatoria de estímulos para residencias internacionales en Ecuador en danza y teatro @AlvaroArtD #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-18 18:23:00,1526991759334520000,0,0,16
" Con nuevo inventario criminal, se refuerza la Estrategia contra el Crimen Organizado en Medellín @seguridadmed @acevedossa @cgutierrez27 @spizano #medellin #comunas #rural #corregimientos #webstories @alcaldiademed",ComunasMed,Medellin,2022-05-18 17:50:00,1526983454906320000,1,2,16
" #UninorteInvestiga | 🧵 Es samario de nacimiento, aunque su acento paisa delata que se formó en Medellín. Estudió Medicina en @UniversidadCES y el año rural lo hizo a orillas del río Atrato, en un proyecto de @ONU_es para el desarrollo de la primera vacuna contra la malaria. 👇",UninorteCO,Colombia,2022-05-18 13:35:08,1526919315127150000,0,9,16
 La Alcaldía de Medellín lanza el concurso “Dame Razones para bailar” como parte de las estrategias para fortalecer la salud mental @AndreeUribeM #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-18 13:30:00,1526918025403720000,0,0,16
 Ya está abierta la convocatoria de artistas para la Semana de la Juventud 2022 @JuventudMed @Santiago_Bdy #medellin #comunas #rural #corregimientos #webstories @alcaldiademed,ComunasMed,Medellin,2022-05-18 13:00:04,1526910490772810000,0,0,16
" #medellin #comunas #rural #corregimientos #webstories @alcaldiademed Desde este lunes 16 de mayo, más de 498.000 estudiantes de Medellín volverán a ver sus sonrisas en los salones de clase @EducacionMed @soyalejangu",ComunasMed,Medellin,2022-05-18 12:30:00,1526902926437930000,0,0,16
